Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Far_Description,Schedule,Purpose_Of_Flight,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Report_Status,Publication_Date,Total_Passengers,Fatal_Injury_Proportion,Uninjured_Proportion
20001212X21544,Accident,MIA00LA213,2000-07-07,"BELLEVIEW, FL",United States,,,,,Non-Fatal,Substantial,,N5819V,Boeing,B75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,02-07-2001,2.0,0.0,1.0
20001212X21387,Accident,CHI00LA195,2000-07-13,"WINDSOR, MO",United States,,,MO53,WINDSOR MUNICIPAL AIRPORT,Non-Fatal,Substantial,,N53131,Boeing,A75N1(PT17),No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,21-08-2001,1.0,0.0,0.0
20001212X21487,Accident,IAD00LA062,2000-07-18,"ATWATER, OH",United States,,,,,Non-Fatal,Substantial,,N75647,Boeing,E75-N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,28-11-2001,2.0,0.0,1.0
20001212X21589,Accident,NYC00LA204,2000-07-20,"EASTON, MD",United States,,,ESN,EASTON AIRPORT,Non-Fatal,Substantial,,N57851,Boeing,PT17,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-03-2001,2.0,0.0,1.0
20001212X21365,Accident,ATL00LA072,2000-07-28,"CHARLESTON, SC",United States,,,,,Non-Fatal,Minor,,N364PA,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,Pan Am Airways Corp.,0.0,2.0,14.0,53.0,VMC,Cruise,Probable Cause,17-07-2001,69.0,0.0,0.7681159420289855
20001212X21420,Accident,CHI00LA269,2000-07-31,"CHICAGO, IL",United States,,,,,Non-Fatal,,,N313UA,Boeing,737-322,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: United Airlines),0.0,1.0,0.0,117.0,VMC,Descent,Probable Cause,18-12-2001,118.0,0.0,0.9915254237288136
20001212X21663,Incident,CHI00IA248B,2000-08-06,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Incident,,,N119UA,Boeing,B-747-422,No,4.0,Unknown,,SCHD,Unknown,,0.0,0.0,0.0,363.0,VMC,Takeoff,Probable Cause,04-12-2001,363.0,0.0,1.0
20001212X21865,Accident,SEA00LA159,2000-08-15,"MCMINNVILLE, OR",United States,45.183333,-123.133333,MMV,MC MINNVILLE MUNI,Non-Fatal,Substantial,,N450UR,Boeing,E75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-09-2003,1.0,0.0,1.0
20001212X21656,Accident,CHI00FA244,2000-08-16,"CHICAGO, IL",United States,,,MDW,CHICAGO MIDWAY,Non-Fatal,Substantial,,N764AT,Boeing,727-264,No,3.0,Turbo Jet,,SCHD,Unknown,American Trans Air,0.0,0.0,0.0,105.0,VMC,Taxi,Probable Cause,02-10-2001,105.0,0.0,1.0
20001212X21686,Accident,CHI00LA268,2000-08-22,"BARABOO, WI",United States,,,,,Non-Fatal,,,N785AN,Boeing,777-223,No,2.0,Turbo Jet,,SCHD,Unknown,(dba: American Airlines),0.0,1.0,0.0,250.0,IMC,Descent,Probable Cause,18-12-2001,251.0,0.0,0.9960159362549801
20001212X21738,Accident,FTW00LA244,2000-08-23,GULF OF MEXICO,GULF OF MEXICO,,,,,Non-Fatal,Minor,,N657AM,Boeing,757-223,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: American Airlines),0.0,1.0,13.0,54.0,IMC,Cruise,Probable Cause,09-10-2001,68.0,0.0,0.7941176470588235
20010105X00018,Accident,DCA00RA083,2000-08-23,"MANAMA, Bahrain",Bahrain,,,,,Fatal(143),Destroyed,,,Airbus,A320,No,,Unknown,,UNK,Unknown,,143.0,0.0,0.0,0.0,UNK,,Foreign,04-01-2001,143.0,1.0,0.0
20001212X21920,Accident,CHI00LA285,2000-09-02,"CAPE GIRARDEAU, MO",United States,,,,,Non-Fatal,Substantial,,N66607,Boeing,B75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,17-10-2001,2.0,0.0,1.0
20001212X21929,Accident,CHI00LA296,2000-09-10,"MINNEAPOLIS, MN",United States,,,MSP,MINNEAPOLIS ST. PAUL INTL,Non-Fatal,Substantial,,N296SC,Boeing,727-224,No,3.0,Turbo Fan,,SCHD,Unknown,Sun Country Airlines,0.0,0.0,0.0,101.0,VMC,Taxi,Probable Cause,17-10-2001,101.0,0.0,1.0
20001212X22065,Accident,NYC00LA267,2000-09-15,"FLUSHING, NY",United States,,,LGA,LA GUARDIA,Non-Fatal,Substantial,,N461PR,Boeing,737-49R,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,58.0,VMC,Taxi,Probable Cause,08-05-2001,58.0,0.0,1.0
20001212X21909,Accident,ATL00LA092,2000-09-17,"ATLANTA, GA",United States,,,,,Non-Fatal,,,N853AS,Bombardier,CRJ,No,2.0,Turbo Jet,,SCHD,Unknown,(dba: Delta Connection),0.0,1.0,0.0,50.0,VMC,Cruise,Probable Cause,02-03-2001,51.0,0.0,0.9803921568627451
20001212X21956,Accident,DEN00LA172,2000-09-20,"ENGLEWOOD, CO",United States,,,APA,CENTENNIAL,Non-Fatal,Substantial,,N64796,Boeing,D75N1,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,01-11-2001,2.0,0.0,1.0
20001212X22037,Accident,MIA00LA267,2000-09-20,"ATLANTA, GA",United States,,,,,Non-Fatal,,,N172DZ,Boeing,767-332ER,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: Delta Airlines Inc.),0.0,3.0,17.0,230.0,VMC,Descent,Probable Cause,17-10-2001,250.0,0.0,0.92
20001212X22040,Accident,MIA00LA271,2000-09-26,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Non-Fatal,,,N789AN,Boeing,777-223,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: American Airlines),0.0,1.0,0.0,167.0,VMC,Descent,Probable Cause,02-07-2001,168.0,0.0,0.9940476190476191
20001212X22088,Accident,SEA00LA195,2000-09-30,"SALEM, OR",United States,,,SLE,MCNARY FIELD,Non-Fatal,Substantial,,N8528N,Boeing,E75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,06-11-2001,1.0,0.0,1.0
20001212X22235,Accident,NYC01LA011,2000-10-07,"WARRENTON, VA",United States,,,3VA3,FLYING CIRCUS,Non-Fatal,Substantial,,N1066M,Boeing,B75-N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-04-2001,1.0,0.0,1.0
20001212X22091,Incident,ANC01IA007,2000-10-15,"ANCHORAGE, AK",United States,,,PANC,ANCHORAGE INTERNATIONAL,Incident,Minor,,N629US,Boeing,747-251F,No,4.0,Turbo Fan,,NSCH,Unknown,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,02-07-2001,3.0,0.0,1.0
20001212X22115,Incident,CHI01IA016,2000-10-17,"WOOD DALE, IL",United States,,,ORD,O'Hare International Airport,Incident,Minor,,N530KF,Boeing,B-727-61,No,3.0,Turbo Jet,,,Public Aircraft,,0.0,0.0,0.0,108.0,VMC,Approach,Probable Cause,10-09-2002,108.0,0.0,1.0
20001212X22213,Accident,MIA01LA010B,2000-10-21,"INDIANTOWN, FL",United States,,,X58,INDIANTOWN,Non-Fatal,Substantial,,N49713,Boeing,A75N1-(PT17),No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,17-05-2001,2.0,0.0,1.0
20001212X22245,Accident,NYC01LA023A,2000-10-23,"NEW YORK, NY",United States,,,LGA,LA GUARDIA,Non-Fatal,Substantial,,N804CA,Bombardier,CL-600,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,81.0,VMC,Taxi,Probable Cause,18-05-2001,81.0,0.0,1.0
20001212X22245,Accident,NYC01LA023B,2000-10-23,"NEW YORK, NY",United States,,,LGA,LA GUARDIA,Non-Fatal,Minor,,N786AT,Boeing,727-214,No,3.0,Turbo Fan,,SCHD,Unknown,American Trans Air,0.0,0.0,0.0,81.0,VMC,Taxi,Probable Cause,18-05-2001,81.0,0.0,1.0
20001215X45424,Incident,NYC01IA024,2000-10-26,"FALMOUTH, KY",United States,,,,,Incident,,,N958CA,Bombardier,CL-600,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,50.0,VMC,Cruise,Probable Cause,18-05-2001,50.0,0.0,1.0
20010330X00677,Accident,DCA01RA002,2000-10-31,"Taipei, Taiwan",Taiwan,,,,,Fatal(83),Destroyed,,,Boeing,747-400,No,,,,SCHD,,,83.0,39.0,32.0,25.0,IMC,,Foreign,30-03-2001,179.0,0.46368715083798884,0.13966480446927373
20001220X45467,Accident,SEA01LA014,2000-11-04,"PORTLAND, OR",United States,,,,,Non-Fatal,,,N173DZ,Boeing,767-332ER,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,3.0,180.0,VMC,Descent,Probable Cause,17-07-2001,184.0,0.0,0.9782608695652174
20001226X45475,Accident,ANC01LA018,2000-11-13,"ANCHORAGE, AK",United States,,,,,Non-Fatal,,,N611AS,Boeing,737-790,No,2.0,Turbo Fan,,SCHD,Unknown,(dba: Alaska Airlines),0.0,1.0,0.0,99.0,VMC,Descent,Probable Cause,10-07-2001,100.0,0.0,0.99
20001212X22314,Accident,MIA01FA029,2000-11-20,"MIAMI, FL",United States,25.815,-80.296666,KMIA,Miami International,Fatal(1),Minor,,N14056,Airbus,A300B4-605R,No,2.0,Turbo Fan,,SCHD,,American Airlines,1.0,3.0,19.0,110.0,VMC,Climb,Probable Cause,28-02-2006,133.0,0.007518796992481203,0.8270676691729323
20001220X45463,Accident,NYC01LA054,2000-12-06,"CHARLESTON, WV",United States,,,CRW,YEAGER AIRPORT,Non-Fatal,Substantial,,N504AS,Embraer,120RT,No,2.0,Turbo Prop,,SCHD,Unknown,,0.0,1.0,0.0,18.0,VMC,Landing,Probable Cause,27-09-2001,19.0,0.0,0.9473684210526315
20010110X00085,Incident,ANC01IA022,2000-12-12,"PORT HEIDEN, AK",United States,,,,,Incident,Minor,,N119UA,Boeing,747-422,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,4.0,386.0,VMC,Cruise,Probable Cause,01-11-2001,390.0,0.0,0.9897435897435898
20010105X00017,Incident,CHI01IA055,2000-12-27,"CHICAGO, IL",United States,,,,,Incident,,,N721HS,Embraer,EMB-135LR,No,,Unknown,,SCHD,Unknown,"American Eagle Airlines, Inc. (dba: American Eagle Airlines)",0.0,0.0,0.0,12.0,VMC,Climb,Probable Cause,26-08-2002,12.0,0.0,1.0
20020507X00636,Accident,DCA02RA034,2002-05-07,"Tunis, Tunisia",Tunisia,,,TUN,CARTHAGE ARPT,Fatal(14),Destroyed,,,Boeing,737-500,No,2.0,Turbo Fan,,SCHD,,,14.0,12.0,24.0,12.0,,,Foreign,,62.0,0.22580645161290322,0.1935483870967742
20050208X00153,Accident,DCA05MA031,2005-02-02,"TETERBORO, NJ",United States,,,KTEB,Teterboro NJ,Non-Fatal,Substantial,Airplane,N370V,Bombardier,CL-600-1A11,No,2.0,Turbo Fan,Part 135: Air Taxi & Commuter,NSCH,,Platinum Jet Managment,0.0,4.0,9.0,0.0,VMC,Takeoff,Probable Cause,04-02-2009,13.0,0.0,0.0
20050523X00653,Incident,NYC05MA083,2005-05-12,"Union Star, MO",United States,39.966667,-94.583333,,,Incident,,Airplane,N910ME,Boeing,717-200,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Midwest Airlines,0.0,0.0,0.0,80.0,IMC,Climb,Probable Cause,14-01-2009,80.0,0.0,1.0
20050929X01547,Accident,DCA05MA071,2005-05-31,"Chicago O'Hare, IL",United States,,,ORD,Chicago O'Hare International,Non-Fatal,Minor,,N417AW,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,,SCHD,,Air Wisconsin Airlines Corporation (dba: United Express),0.0,1.0,0.0,26.0,VMC,Standing,Probable Cause,25-04-2007,27.0,0.0,0.9629629629629629
20050921X01501,Accident,DCA05MA095,2005-08-19,"AGANA, GU",United States,,,GUM,Guam-Antonio B. Won Pat,Non-Fatal,Substantial,Airplane,N627US,Boeing,747-200,No,4.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,0.0,2.0,338.0,VMC,Landing,Probable Cause,30-12-2008,340.0,0.0,0.9941176470588236
20050927X01540,Incident,LAX05IA312,2005-09-21,"Los Angeles, CA",United States,33.9425,-118.408056,KLAX,Los Angeles International,Incident,Minor,Airplane,N536JB,Airbus,A320,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,,"Jet Blue Airways, Inc.",0.0,0.0,0.0,146.0,VMC,Takeoff,Probable Cause,25-11-2008,146.0,0.0,1.0
20051213X01964,Accident,DCA06MA009,2005-12-08,"CHICAGO, IL",United States,,,MDW,Midway Airport,Fatal(1),Substantial,,N471WN,Boeing,737-700,No,2.0,Turbo Fan,,SCHD,,,1.0,1.0,21.0,85.0,IMC,Landing,Probable Cause,29-11-2007,108.0,0.009259259259259259,0.7870370370370371
20070627X00819,Incident,LAX07IA191,2007-06-13,"Phoenix, AZ",United States,33.434444,-112.011667,PHX,Pheonix Sky Harbor Intl.,Incident,,Airplane,N7264V,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Mesa Airlines, Inc. (dba: Us Airways Express)",0.0,0.0,0.0,53.0,VMC,Standing,Probable Cause,29-01-2009,53.0,0.0,1.0
20080124X00102,Incident,OPS08IA002B,2007-12-02,"Baltimore, MD",United States,39.175278,-76.668334,BWI,BALTIMORE-WASHINGTON INTL,Incident,,,,Airbus,A320,No,,,,SCHD,,,0.0,0.0,0.0,184.0,VMC,Landing,Probable Cause,31-03-2008,184.0,0.0,1.0
20080124X00102,Incident,OPS08IA002A,2007-12-02,"Baltimore, MD",United States,39.175278,-76.668334,BWI,BALTIMORE-WASHINGTON INTL,Incident,,,,Bombardier,CRJ1,No,,,,SCHD,,,0.0,0.0,0.0,184.0,VMC,Takeoff,Probable Cause,31-03-2008,184.0,0.0,1.0
20071231X02013,Accident,CHI08FA050,2007-12-14,"Chicago, IL",United States,41.978611,-87.904722,ORD,Chicago O'Hare Intl,Non-Fatal,Minor,Airplane,N220UA,Boeing,777-222,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,,0.0,1.0,0.0,263.0,VMC,Approach,Probable Cause,24-12-2008,264.0,0.0,0.9962121212121212
20080107X00025,Accident,SEA08LA051,2007-12-25,"Honolulu, HI",United States,21.318611,-157.9225,HNL,Honolulu International,Non-Fatal,,Airplane,N819NW,Airbus,A330-323,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Northwest Airlines, Inc.",0.0,1.0,3.0,291.0,VMC,Cruise,Probable Cause,14-01-2009,295.0,0.0,0.9864406779661017
20080111X00039,Incident,DCA08WA025,2008-01-07,"Bangkok, Thailand",Thailand,,,,,Non-Fatal,Minor,Airplane,OJM,Boeing,747-400,No,,,NUSC,SCHD,,Qantas,0.0,0.0,0.0,334.0,,,,25-09-2020,334.0,0.0,1.0
20080122X00088,Incident,CHI08IA065,2008-01-08,"Lincoln, NE",United States,040515N,0964555W,LNK,LINCOLN MUNI,Non-Fatal,,Airplane,N733TW,Boeing,737-2H4,No,2.0,Turbo Fan,121,NSCH,,"Ameristar Air Cargo, Inc.",0.0,0.0,0.0,38.0,VMC,,The improper installation of the swivel valve fittings by the operator's mechanic leading to the total loss of both hydraulic systems.  Contributing to the incident were the swivel valves leaking and the total failure of the hydraulic system.,25-09-2020,38.0,0.0,1.0
20080125X00103,Accident,CHI08LA071,2008-01-09,"Detroit, MI",United States,421245N,0832112W,DTW,Detroit Metro,Non-Fatal,Substantial,Airplane,N349NB,Airbus,A319-114,No,2.0,Turbo Fan,121,SCHD,,,0.0,0.0,0.0,73.0,VMC,,The separation of the engine cowling which resulted from maintenance personnel failing to follow maintenance procedures in that they did not latch the engine cowling following the maintenance inspection.  A factor associated with the accident was their attention was divereted from the task when another mechanic asked for assistance.,25-09-2020,73.0,0.0,1.0
20080122X00081,Incident,DCA08WA026,2008-01-10,"Penicton, Canada",Canada,048510N,0119230W,,,Non-Fatal,,Airplane,C-GBHZ,Airbus,319,No,,,NUSC,SCHD,,Air Canada,0.0,11.0,0.0,77.0,,,,25-09-2020,88.0,0.0,0.875
20080118X00073,Accident,SEA08LA061,2008-01-14,"San Francisco, CA",United States,037378N,1222229W,KSFO,San Francisco International,Non-Fatal,Substantial,Airplane,N705SK,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,121,SCHD,,,0.0,0.0,0.0,61.0,VMC,,The company tug operator of the other airplane's failure to maintain clearance with this aircraft during the pushback process.  Also causal was the ground controller's failure to alert the pilot of this aircraft and tug operator of the other airplane of the simultaneous pushback occurring from adjacent gates.  Contributing to the accident was the company's pushback operation without the use of wing/tail walkers.,25-09-2020,61.0,0.0,1.0
20080117X00065,Accident,DCA08RA028,2008-01-17,"London, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,Airplane,G-YMMM,Boeing,777-236ER,No,,,NUSC,SCHD,,British Airways,0.0,2.0,0.0,191.0,,,,25-09-2020,193.0,0.0,0.9896373056994818
20080514X00667,Incident,DCA08IA033,2008-01-25,"Newark, NJ",United States,404123N,0741028W,EWR,Newark Liberty Intl,Non-Fatal,,Airplane,N462UA,Airbus,A320,No,2.0,Turbo Fan,121,SCHD,,United Airlines Inc,0.0,0.0,0.0,107.0,VMC,,a fault in the airplane's AC 1 electrical bus that caused a number of other electrical busses on the aircraft to lose power.,25-09-2020,107.0,0.0,1.0
20080305X00268,Accident,NYC08CA088,2008-01-30,"Charlotte, NC",United States,351250N,0805635W,CLT,Charlotte/Douglas Internationa,Non-Fatal,Substantial,Airplane,N55F,Bombardier,35A,No,2.0,Turbo Fan,135,NSCH,,,0.0,0.0,0.0,2.0,VMC,,The tug driver's failure to stop for a taxiway stop sign.,25-09-2020,2.0,0.0,1.0
20080212X00178,Incident,ENG08IA011,2008-01-31,"West Palm Beach, FL",United States,264059N,0080544W,,,Non-Fatal,Minor,Airplane,N624AA,Boeing,B757-200,No,,Turbo Fan,121,SCHD,,AMERICAN AIRLINES COMMERCIAL FLIGHT OPERATIONS,0.0,6.0,0.0,140.0,VMC,,"the arcing of the windshield heat system at the upper, aft (J1) and upper, forward (J4) terminal locations on the first officer's windshield, which caused the inner pane of glass to fracture.",25-09-2020,146.0,0.0,0.958904109589041
20080506X00615,Incident,ENG08WA013,2008-02-10,"Cusco, Peru",Peru,,,,,Non-Fatal,,Airplane,OB-1843-P,Boeing,737-217,No,,,NUSC,SCHD,,AeroCondor,0.0,0.0,0.0,55.0,,,,25-09-2020,55.0,0.0,1.0
20080723X01110,Accident,DCA08WA069,2008-02-10,"Kansai, Japan",Japan,,,,,Non-Fatal,,Airplane,B2096,Boeing,B737-300,No,,,NUSC,SCHD,,Air China,0.0,0.0,1.0,72.0,,,,25-09-2020,73.0,0.0,0.9863013698630136
20080222X00225,Incident,DCA08WA039,2008-02-13,"Helsinki, Finland",Finland,,,,,Non-Fatal,Minor,Airplane,UR-GAU,Boeing,737-500,No,,,NUSC,SCHD,,Ukaine International Airlines,0.0,0.0,0.0,39.0,,,,25-09-2020,39.0,0.0,1.0
20080222X00229,Incident,SEA08IA080,2008-02-13,"Hilo, HI",United States,193720N,1545150W,PHTO,Hilo International Airport,Non-Fatal,,Airplane,N651BR,Bombardier,CL-600,No,2.0,Turbo Fan,121,SCHD,,Mesa Airlines,0.0,0.0,0.0,43.0,VMC,,"The captain and first officer inadvertently falling asleep during the cruise phase of flight. Contributing to the incident were the captain's undiagnosed obstructive sleep apnea and the flight crews recent work schedules, which included several consecutive days of early-morning start times.",25-09-2020,43.0,0.0,1.0
20080304X00260,Accident,MIA08CA065,2008-02-15,"Covington, KY",United States,039234N,0844024W,,,Non-Fatal,,Airplane,N569RP,Embraer,EMB-145LR,No,2.0,Turbo Jet,121,SCHD,,,0.0,0.0,1.0,52.0,VMC,,The flight attendant's inadvertent slip on the galley's contaminated floor and falling during climb to cruise.,25-09-2020,53.0,0.0,0.9811320754716981
20080413X00464,Accident,NYC08CA115,2008-02-23,"Valdosta, GA",United States,295812N,0822624W,MCO,Orlando International,Non-Fatal,,Airplane,N551WN,Boeing,737-700,No,2.0,Turbo Fan,121,SCHD,,Southwest Airlines Co.,0.0,0.0,1.0,102.0,IMC,,"An unexpected encounter with turbulence, while on approach for landing.",25-09-2020,103.0,0.0,0.9902912621359223
20080404X00432,Incident,DFW08WA090,2008-02-25,"Mexico City, Mexico",Mexico,019260N,0009940W,,,Non-Fatal,Minor,Airplane,N774AM,Boeing,777-2Q8,No,2.0,Turbo Fan,NUSC,SCHD,,Aero Mexico,0.0,0.0,0.0,403.0,VMC,,,25-09-2020,403.0,0.0,1.0
20080312X00305,Incident,DCA08IA044,2008-02-26,"Jackson, WY",United States,433622N,1104419W,JAC,Jackson Hole,Non-Fatal,Minor,Airplane,N442UA,Airbus,A320,No,,Turbo Fan,121,SCHD,,United Air Lines,0.0,1.0,0.0,124.0,VMC,,the loss of braking action on the left main landing gear due to the cross connection of the wheel speed tachometer wires that was caused by inadequate maintenance performed on the airplane during the installation of the main landing gear.,25-09-2020,125.0,0.0,0.992
20080506X00616,Incident,ENG08WA024,2008-03-03,"Cusco, Peru",Peru,,,,,Non-Fatal,,Airplane,OB-1843-P,Boeing,737-217,No,,,NUSC,SCHD,,AeroCondor,0.0,0.0,0.0,54.0,,,,25-09-2020,54.0,0.0,1.0
20080509X00640,Incident,DCA08IA048,2008-03-22,"Richmond, VA",United States,373334N,0772245W,,,Non-Fatal,Minor,Airplane,N921UW,Boeing,757-200,No,,,121,SCHD,,US AIRWAYS INC,0.0,0.0,0.0,180.0,VMC,,"The installed wing panel clips failed due to fatigue, likely caused by the incorrect installation of the fasteners in response to SB 757-57-0027.  Contributing to the incorrect installation was the SB's lack of clarity in the instructions and figures on the correct orientation of the clips and spacers.",25-09-2020,180.0,0.0,1.0
20080722X01094,Accident,NYC08CA156,2008-04-07,"Miami, FL",United States,252222N,0082952W,MIA,Miami International Airport,Non-Fatal,,Airplane,N947AN,Boeing,737-823,No,2.0,Turbo Fan,121,SCHD,,,0.0,1.0,1.0,146.0,IMC,,"An unexpected encounter with turbulence, during the initial descent for landing.",25-09-2020,148.0,0.0,0.9864864864864865
20080414X00465,Accident,DEN08FA072,2008-04-08,"Colorado Spring, CO",United States,384820N,0104422W,,,Non-Fatal,Substantial,Airplane,N483BA,Bombardier,CL-600-2B16,No,2.0,Turbo Fan,091,,Executive/corporate,The Boeing Company Executive Flight Operations,0.0,0.0,0.0,5.0,VMC,,the impact with a bird during initial takeoff climb.,25-09-2020,5.0,0.0,1.0
20080723X01108,Accident,DCA08WA071,2008-05-17,"Kolonia, Micronesia (Federated States of)",Micronesia,006596N,1581230W,,,Non-Fatal,Substantial,Airplane,N319NE,Boeing,B727-200F,No,,,121,NSCH,,Asia Pacific Airlines,0.0,0.0,0.0,5.0,VMC,,,25-09-2020,5.0,0.0,1.0
20080620X00890,Accident,DCA08RA063,2008-05-25,"Brussels, Belgium",Belgium,,,,,Non-Fatal,Destroyed,Airplane,N704CK,Boeing,B747-200,No,,,121,NSCH,,KALITTA AIR,0.0,0.0,0.0,5.0,,,,25-09-2020,5.0,0.0,1.0
20080604X00782,Accident,DCA08RA068,2008-05-30,"Tegucgalpa, Honduras",Honduras,014339N,0087132W,,,Fatal,Substantial,Airplane,EI-TAF,Airbus,A320-233,No,,,NUSC,SCHD,,Groupo Taca Airlines,3.0,5.0,0.0,126.0,IMC,,,25-09-2020,134.0,0.022388059701492536,0.9402985074626866
20081003X16302,Accident,DCA08WA072,2008-06-10,"Khartoum, South Sudan",South Sudan,,,,,Fatal,Destroyed,Airplane,ST-ATN,Airbus,A310-324,No,,,NUSC,SCHD,,Sudan Airways,30.0,0.0,0.0,184.0,IMC,,,03-11-2020,214.0,0.14018691588785046,0.8598130841121495
20080805X01155,Incident,LAX07WA291,2008-06-26,"Jundee, WA, Australia",Australia,026252S,0120345E,,Jundee Aerodrome,Non-Fatal,,Airplane,VH-XUE,Embraer,EMB-120ER,No,2.0,Turbo Prop,NUSC,NSCH,,,0.0,0.0,0.0,2.0,,,,25-09-2020,2.0,0.0,1.0
20080720X01081,Accident,NYC08LA234,2008-06-28,"Charlotte, NC",United States,351250N,0805635W,CLT,Charlotte-Douglas,Non-Fatal,Substantial,Airplane,N725PS,Bombardier,CL-600-2C10,No,2.0,Turbo Fan,121,SCHD,,PSA Airlines Inc.,0.0,0.0,0.0,112.0,VMC,,"The tugdriver and wing walker's lack of communication and the tugdriver's failure to properly monitor the wing walker. Contributing to the accident was the lightning in the vicinity of the airport, which resulted in the ground crewmembers not wearing headsets.",25-09-2020,112.0,0.0,1.0
20080709X00995,Incident,OPS08IA007,2008-07-03,"Seattle, WA",United States,472733N,1221855W,SEA,SEATTLE-TACOMA INTL,Non-Fatal,,Airplane,N339AT,Boeing,737-700,No,2.0,,121,SCHD,,,0.0,0.0,0.0,314.0,VMC,,The flight crew's diverted attention during taxi. Contributing to the incident was the air traffic control clearance was not followed.,25-09-2020,314.0,0.0,1.0
20080709X00994,Incident,OPS08IA008,2008-07-06,"New York, NY",United States,040451N,0735958W,KJFK,John F. Kennedy Intl,Non-Fatal,,Airplane,VP-CKW,Boeing,737-300,No,,,129,SCHD,,CAYMAN AIRWAYS LTD,0.0,0.0,0.0,285.0,VMC,,"Air traffic control tower non-compliance with FAA separation requirements for operations on non-intersecting runways where flight paths intersect, and poor judgment by the Local 2 controller in clearing the Boeing 767 for takeoff without accounting for the possibility of a go-around by the Boeing 737.",25-09-2020,285.0,0.0,1.0
20080813X01238,Incident,DCA08WA080,2008-07-14,"Port Harcourt, Nigeria",Nigeria,005055N,0065658E,,,Non-Fatal,Minor,Airplane,5N-BIG,Boeing,737-282,No,,,NUSC,SCHD,,Chanchangi Airlines,0.0,1.0,0.0,46.0,IMC,,,25-09-2020,47.0,0.0,0.9787234042553191
20080729X01123,Incident,DEN08IA123,2008-07-24,"Denver, CO",United States,395142N,1044023W,DEN,Denver International,Non-Fatal,Minor,Airplane,C-FYJP,Airbus,A319-114,No,2.0,Turbo Fan,129,SCHD,,Centre Air Canada,0.0,0.0,0.0,99.0,VMC,,"Total failure of the right inboard tire. Contributing to this incident were the low pressure of the tire, and the high tire heat generated by the previous rejected takeoff.",25-09-2020,99.0,0.0,1.0
20080805X01157,Accident,DCA08RA084,2008-07-25,"Manila, Philippines",Philippines,,,,,Non-Fatal,Substantial,Airplane,VH-OJK,Boeing,747-400,No,,,NUSC,SCHD,,QANTAS AIRWAYS LIMITED,0.0,0.0,0.0,365.0,,,,25-09-2020,365.0,0.0,1.0
